,text,label
17,I would give toast 3.5 stars option I 'll round The food pretty good although basic Their menu n't ton options The place fill quickly weekends come weekday afternoon study get work done I felt french toast tasted kind plain n't scrambled egg menu brunch place perhaps ha changed since last time I went I highly recommend spritzers They yummy refreshing hot day,1
18,Solid little tea selection plus carry sip n glo juice expensive good The hour convenient Monday Friday 7-7 Saturday/Sunday 8-6 The hummus wrap looked delightful sadly I n't hungry enough I stopped I definitely back try update accordingly,1
19,Toast ha potential amazing food wa excellent wa coffee service lacking Came two friend brunch Sunday We seated immediately though host n't friendly n't rude either I 'm hostess though could 've done A LOT better Anyway friend ordered latte I ordered double shot espresso It took minute receive coffee .. For food sure minute fast receive drinks Did I miss something It n't even crowded I idea took long If crowded I 'd understand little When get food drinks everything wa good complaint Friendlier wait-staff better service would make place 5-stars Toast cute ha great food n't rush go,1
20,AWFUL Had half hour kill a.m. bypassed Capogiro go read good thing What mistake First girl working counter barely acknowledged When -made eye contact made wait wa phone When finally waited whispered wa impossible hear god awful fan racket coming kitchen I waited almost min get capp I wa ONLY one waiting When finally get wa hot The fan noise kitchen wa deafening whole place reeked old sandwich curry I think Could n't leave fast enough SO relaxing cup coffee wa hoping When I left clothes smelled curry something It wa awful Angry going way unpleasant experience Only good thing wa croissant sure came elsewhere,1
21,Finally got try Toast passing many times It didnt quite live expectation hence star rating wa still nice Came brunch around noon place wa almost full The ambience great ha clean yet rustic feel white floors/metallic light fixture contrasting wooden tables/chairs We got hot chocolate blue lady black tea The cup quite big hot choc wa delicious overly chocolatey wa fruity refreshing We got `` egg toasts '' avocado truffled mushroom I agree another yelper avocado could fresher dish could used little flavor garlic salt onion etc adding little hot sauce helped My boyfriend 's poached egg turned fully cooked egg wa dissapointing waited awhile order 5-10 minute get drink order another food But salad wa surprisingly good lightly dressed good balance veggie fruits Our server wa friendly apologized wait times Overall service wa bit slow food bit bland personal taste staff friendly ambience wa great Probably come back drink sometime instead,1
22,I love place coffeeshop feel without coffee shop It 's great place study high ceiling giant window feel spacious without much square footage Their internet fast little bar u like occasionally stand study While service little slow 's ridiculous baristas friendly I n't negative experience yet The food delicious They omelette toast related things soup along coffee tea I literally day long 's busy never leave I 'm fan veggie chili occasional wrap still try menu,1
23,I think one cutest coffee shop ever Visiting night staying across street twice already I NY comments nothing expensive compared Would definitely stop,1
24,I 've come couple time I love place Coffee good service quick food good I got lox Benedict wa delicious Cute little place go weekends We also n't much wait coming Sunday kind unheard Philly I definitely come back,1
25,On Sunday I ordered soy caramel latte They caramel vanilla I settled mocha paid The employee realized soy milk It happens way handled ... They completely unphased unapologetic Just refund `` k cya '' I 'm convinced customer service dead city recent experience Toast reaffirmed,1
26,Toast 're killing I 've tried many time like place since I live close one disappointment another The price oddly absurd I got small coffee tiny muffin 1-2 inch diameter came almost Not mention muffin absolutely flavor wa kind stale I hate feel regret making purchase 's happened time Toast They get business convenience weather gross go somewhere farther,1
27,Excellent breakfast spot good coffee course wonderful toast,1
28,Toast shockingly good breakfast place Their sandwich board outside always seems advertising tea desserts breakfast brunch really 's On low end restaurant-quality egg sandwich food truck prices The rest menu quite small I think wa designed sort restaurant-managing genius every item I 've tried basically best I 've ever eaten Wilted green egg toast The plate beautifully deliciously covered green mushrooms homemade muffin crispy perfect hollandaise excellent Hummus plate I n't expect much wa actually amazing -- highlight salted bagel chips somehow crunchy chewy And I 've never better yogurt parfait anywhere chewy honey granola perfect use plain Pequea Valley yogurt already favorite thing loaded berries,1
29,WTF SURLY BARISTA When I stumble 7am I expect least smile When I ask green tea n't sigh say `` like FIVE '' give advice I n't know shit green tea Also red eye last time stunk BOOOO HISS,1
30,really awesome neighborhood cafe staff friendly helpful waiter put best corner spot work hours coffee food pretty decent prices incorporating spot brunch cycle really love soundtrack -- belle sebastian modest mouse lot shins,1
31,Overall good cappuccino Strong coffee flavor smoky aftertaste I normally prefer creamy consistency sour tinge end I n't much mind taste Toast 's cappuccino Verging territory 's pricey drink Although I n't sample fold menu looked intriguing Also went cold day seating area wa opposite toasty Worth visit though,1
32,Came brunch wa good Friendly staff food arrived timely manner I love Toast support local art community featuring work local artists,1
33,Just moved neighborhood I 'm happy little cafe block away The barista wa friendly atmosphere quiet relaxing inviting The kitchen wa closed tonight I 'll hold fifth star till I try food definitely spot visit My cappuccino delicious artfully made,1
34,Wonderful Just wonderful I walk cycle train long distance well made cappuccino cozy place sit work When offer sort whole grain option quick breakfast bagels oatmeal better When staff polite sweet courteous skilled -- -I fall love Seriously happy Toast I 'll enjoy coming weekday morning write 's quiet time And 's short 2-block walk 12th/Locust PATCO speedline station I live Collingswood Expertly crafted soymilk cappuccino pumpernickel bagel wa 5.50 plus 1.00 tip baristas deserve tips,1
35,Nice vibes ok food warm service Good price much food,1
36,I Love Toast My favorite Café study ... also favorite green tea egg benny toast,1
37,I 've The coffee fine The hot line nice change Philly cafes I n't like basic egg sandwich -- -it wa quite dry Service wa slow wa one barista working At 9am weekday ... ouch I n't envy,1
38,Great atmosphere great coffee,1
39,place upon walking smelled like pan burnt bacon wa overpowering exhaust staff wa welcoming seemed though couch area wa break room eating hanging wa even mop bucket stored open customer could sit next eat couch n't taken employee cup coffee wa good hour later garment still smell like day old burnt cast iron skillet blah,1
40,Great food drinks Fresh salad sandwich quality ingredients Good service atmosphere Sometimes wait small,1
41,Great expensive coffee Their large 16oz Not much variety to-go food When walk n't know whether seat hostess seat This awkward n't want waiter service coming quick bite catch work English muffin amazing along homemade jam,1
42,Toast ha expanded menu offering since original review The daily special 've added make interesting options I also like food generally healthy right sized portion fair price go They 've able make small kitchen space earning another star,1
43,This really nice place get hot chocolate near 12th spruce It 's fast convenient affordable I come lot since brother apartment close 's next building So far I 've tried hot chocolate nine time ten I would get instead coffee I 've seen food menu n't tried anything yet tried wa small macaroon good airy tasty,1
44,Came breakfast people service wa lacking Took anyone acknowledge us Once seated waited long I got grabbed menu table The waitress/host wa nice enough busy Homemade English muffin dry I ordered breakfast sandwich egg cheese bacon Bacon wa good whole sandwich wa dry My friend received wrong order said could re-do would take minutes We already waited long enough breakfast sandwiches Coffee tea wa good Relaxed ambiance nice I would return unless lot time waste like dry sandwiches,1
45,I 'm giving guy stars really 's 3.5 Ate brunch boyfriend yesterday wa overall super happy everything although blip could work full 5-star material First I wa served delicious hot coffee cute mug milk sugar even spoon I carefully carry hot mug milk/sugar station across room small room 's good hunt clean spoon since none available station If 're serving sit-down brunch patron able remain sitting prepping coffee The food wa also really good also consistently awesome across board My boyfriend smoked salmon poached egg hollandaise homemade English muffins It wa amazing hollandaise wa right amount lemony thin feel refreshing gloopy fatty His English muffin wa also tender delicious My dish hand hard English muffin slice less-than-good avocado perched atop sprout topped poached egg side roasted tomatoes The tomato bomb egg sprout fine avocado sucked They even black string 's good avocado This whole dish would time delicious pesto hopefully read add It seems like staff new 's definitely potential improve little inconsistency Toast I 'll definitely go back next time I 'm Philly,1
46,Toast ha really nice relaxed ambiance I stopped go friend wa impressed They nice variety tea coffee I tried chai tea latte wa delicious My friend tried one exciting tea blends loved We also bagels little pricey great on-the-go breakfast I 'd love come back sit-down experience I loved space lot windows comfortable-looking seat pillows open space,1
47,I found walking Toast I wa area photo shoot It wa cold day corner coffee joint wa I needed I liked vibe soon I walked It ha good look wa bustling people drinking coffee eating The staff wa friendly menu offered I wa looking While I waited coffee made I grabbed seat little sofa A great spot relax people watch consume caffeine The price totally fair nothing crazy My drink wa good served added touch Barista art I 'd visit I find area,1
48,Not big breakfast person place ha changed mind Was n't pleased coffee poached egg smoked salmon decided breakfast new favorite meal dessert Hollandaise sauce Perfection Greens fruits Fresh succulent I never give son juice added sugar Toast fresh squeeze ripe orange juice The reason n't get wa latte tasted watered service wa bit snotty But barring Toast brunch occasion ... I wonder take ...,1
49,I absolutely love Toast I live ton coffee shops/brunch place Toast favorite Very friendly staff best cup coffee area incredible bacon egg cheese croissants A little pricey side get pay,1
50,I sooo pleased Toast neighborhood After space went empty restaurant coffeeshop/restaurant coffeeshop time solid cafe took root The decor simple airy given large glass window facing 12th Spruce Streets I love sitting cushioned window seat lounging pillow I pretend work really people watch The space ideal study brunch friend grab-and-go coffee The coffee quite tasty offer multiple varieties They seasonal drink offer juice smoothies Yum Have coffee juice breakfast complete But want something substantial choose croissants bagels brownie salad sandwiches I personally like hummus wrap full nutrient fresh flavors Good morning evening work sessions Lastly I comment owner staff friendly accommodating I always pleasant chat baristas recent visit noticed cup holding everyone 's loyalty card n't remember bring Best neighborhood coffee spot,1
51,This place ha different taste breakfast brunch I 'm fan You wo n't find basics egg way pancakes ... know I mean BUT find fresh perspective fresh ambience fresh service fresh food fresh view street corner seat house The quirky highlight toast theme Toast take egg benedict different level It 's dish smothered hollandaise Instead seven variety called `` egg toasts '' 10.50 less Still poached egg sitting top english muffin 're fresh baked premise topping vary We ordered `` warm apples '' egg toast came baked apple sausage white cheddar Delicious appropriate `` responsible '' portion read big 'll feel like junk served side salad Perfect size E-money I egg sandwich Starts 2.50 pay extra thing like tomato avocado cheese bacon/sausage etc Bacon 1.75 avocado smoked gouda choice delicious english muffin could n't tell cheese available smoked gouda wa first heard stopped server Other `` toast '' choice include white wheat baguette bagel croissant The sandwich n't disappoint Cheese n't melted let taste smoked gouda really come Egg fried Add ketchup Tapatio hot sauce ca n't go wrong Our side turkey sausage wa a-ok nothing get excited Curious whether make sausage bring Coffee drinker expect good cup joe E-money super picky coffee gave Toast 's warm cup ringing endorsement If prefer tea like 'll pleased variety I ginger mint Really enjoyed breakfast Toast Showed little 10am Saturday n't wait tough thing come day brunch craze I bought dark chocolate sea salt brownie I paid bill counter look awesome Expect see back Toast hurry probably follow suit,1
52,Super convenient considering I live top coffee shop I love coffee free mimosa weekend brunch You heard free mimosa It n't get better hearty healthy breakfast mimosa This place still new I would assume brunch menu continually evolve become much expansive time Right wo n't get traditional brunch stuff like egg bacon omelates interesting menu Did I mention free mimosa I also like vibe place go back coffee shop roots I wa student I would definitely hang toast study consume coffee,1
53,Very cute coffee shop Quick nice service A group u head afternoon fun Since Mother Nature angry giving u heat waves ordered iced drinks All tasty caffeine trick,1
54,Super-cute comfy everyone ha nothing friendly helpful The reason missing star thing bit expensive side I probably would n't stop coffee go ... 're planning camping use wifi read make sense invest nice comfortable setting,1
55,Great decor vibe Secured wifi Excellent freshly-queezed OJ Fantastic egg Benedict lox asparagus Service could friendlier But overall 's still excellent option brunch lunch Too bad air ventilation poor every time went i.e dozens minute café eye would start itching And min would leave point would smelling like cooked kitchen couple hours So reason 've stopped going Too bad,1
56,Excellent coffee nice sandwiches Really good quick breakfast relaxing cup coffee.The bagel really decent I 'm New Yorker,1
57,Great idea great menu awful food My sandwich undercooked eggs ... hair,1
58,I wo n't rate coffee since company roast brew right really know pull great shot espresso The food exemplary service always smile Great shop always stop I neighborhood,1
59,YOLO I 'm kind glad live I hope successor doe also follow 's namesake Toast I like I n't want toast PROS For studying spot get stars 's quiet aside pleasant background music usually study spot near outlets abundance pillow comfort reliable wifi high ceilings good people watching zone last least ... never anyone although n't bode well future place I selfishly love emptiness They take credit card I found food reasonably priced although I ca n't vouch quality They actually extensive menu salad egg benedict around well cheaper toast/bagel options The one barrista super sweet first time I came wa working wa friendly I stop figure I knew wa actually best friend I 'd forgotten I super awesome It wa latter She also took pity u brought u water 'd miserably staring screens/books hours CONS Drinks bit overpriced 2.75 tea n't huge selection teas The AC wa spotty last week 've resolved issue I think Highly recommend study spot place weekday/all day quiet breakfast/brunch/snack/solo dining So let 's raise toast Toast hope one sticks,1
60,Stumbled upon great cafe looking brunch one day Great `` egg toasts '' version egg benedict variety ways Excellent coffee espresso beverages everyone really friendly,1
61,Went around noon Sunday Memorial Day weekend Sat outside Ordered something amounted egg benedict mushrooms side turkey sausage french pressed coffee Service wa good attentive friendly Coffee came first Under brewed Brown color Poached egg undercooked barely Eggs atop seemed like english muffin wa toasted chewy -P Turkey sausage silver dollar form tasted funny Everything wa tepid except iced water I n't mention anything service I n't think asked It 's nice space coffee option great I hope get better execution food drink,1
62,Decor nice food coffee decent It 's good enough justify prices though,1
63,This place new quaint The coffee superb well-made Each cup make 's grind french press Do n't go full food equally good .. I got poached egg toast YUM This location near everything short walk Midtown Village Gayborhood shopping Very cool vibe quick friendly service This place deserves attention,1
64,I absolutely enthusiastic cute coffee shop finally opening space The space decent loud overrun like coffee shop area staff extremely nice helpful I giving three stars however definitely ha room improvement I understand opened still working identity I think could little meal coffee I huge tea drinker unimpressed tea list A good sweet non-caffeine tea usually favorite fall short They could use fun flavor like ginger lemon vanilla rooibos etc I also expand `` snack '' section I sure something want however want weekday coffee shop offering little snack like fruit granola bars nuts perhaps even health smoothy could really go long way student n't want full meal little something hold All said breakfast absolutely amazing coffee espresso selection great What well could benefit little growth,1
65,Finally cafe spot I like Ever since Oddfellows closed I n't set foot place For reason I could n't bring frequent restaurant called YOLO I n't tried food yet I wa coffee study ambience wa friendly iced coffee tasty server 's British accent quite charming See soon Toast,1
66,It 's common give 5-star review Toast ha earned They earn easy star food coffee It taste great egg bacon done perfectly order I feel like price low enough I n't feel guilty stopping time week The fourth star earned unfussy cute cafe seating area free wifi They n't mind hanging hour weekday get work done enjoying coffee egg sandwich Way better food ambiance chain coffee shop great place casual morning business meeting We 've visit Sunday brunch They extra people 's never wait The fifth star due wonderful customer service The two girl I see almost time welcoming friendly After first visits recognize know I 'm going order I definitely keep coming back Toast I hope fare better YOLO Odd Fellows,1
67,Toast cute place cute name I 'm happy coffee shop block reopened ... reopened better formerly known YOLO formerly known Odd Fellows Everyone work Toast friendly I love bright atmosphere Their coffee strong amazing I 'm big fan Americanos lattes,1
68,I really like place lot Came brunch friend town Green Eggs wa packed Valanni wasnt open yet ... little know great time would Toast The staff wa great efficient Even werent sure would staying eat happily sat u drink orders We ended deciding stay happy latte meals I got poached egg vegetarian chili avocado -- -yummmm I loved fresh side salad came The downer would substitute charge `` large '' portion side potato friend didnt want side salad But wa great experience Nice ambiance great people watching Even though smaller place didnt try rush u table Much appreciated,1
69,Paid bagel lox go I got one tiny sliver lox And took minutes What complete joke,1
70,The cafe pretty cute It ha mix chair comfy booth seat fancy pillow dress The staff also friendly When looking menu outside price coffee seemed little high boyfriend I decided check anyway We ordered drip coffee cost le expected I think must looking price french pressed coffee one fancy variations .... The coffee wa bit weak maybe 's I 'm fan dark roasts wa light one I 'm definitely willing give second chance maybe try food next time I saw guest chowing tasty-looking breakfast,1
71,Was quite excited new place say wa rather disappointed The service wa lacklustre like everything wa bit much trouble And sadly food beautifully presented n't live promise The place selling `` toast '' really serving perfectly toasted English muffins Ours n't soft enough middle toasted Coffee wa fine nothing write home Overall wa nothing offensive place It wa underwhelming enough bother going back city packed great brunch places,1
72,FInally place I relax enjoy atmosphere without costing fortune It clean cozy Staff personable Great place lazy day informal date,1
73,I 'm relatively new PHL however place ha changed name +/- management 3-4 time far One would imagine abysmal business would learn attempt reinvent This new edition Toast clearly well judging persistent lack clientele The day I walked hardly anything wa done decor It remains bland unoriginal despite prime geo location A mere Earl Grey cost CC café astonishing dollar My surprise meant I discussed issue partner wondered management place thinking Today I decided go place give another assessment Like mere couple customer bored looking barista The toll 2.95 oz coffee Extortionate worst transaction AMEX long time When consider good coffee somewhere else Center City around 1.75 realise absurd Toast Justification Coffee bean grown extraterrestrial soil fertilised manure produced last unicorn Wo n't returning,1
74,I love cafe It 's fantastic place study There 's wi-fi outlets Decent coffee tea I enjoy chai creamy slightly sweet Great comfortable environment I love egg benedict I ca n't wait try food one day I love love LOVE place,1
75,I three time breakfast love The poached egg sausage cheddar cheese dijonnaise great Only downside get hot sunny shade keep sun eyes,1
76,This place opened street I wa excited finally something otherwise vacant storefront month ago Toast nice place stop speciality coffee latte espresso really know 're However come ordering food breakfast sandwich egg toasts 're pretty slow So prepared wait However 're lazy Saturday Sunday time kill seat one pillowed booth enjoy,1
77,First wa Odd Fellows memorable quality wa name Then wa YOLO You Only Live Once wa bad tasteless name Now 's simply Toast This time someone got right That someone V. owns Chhaya East Passyunk avenue V brings high qualityingredients superb cooking Center City With distinctly uncomplicated flare choose sandwiches salads pastry list sides You mix match stick classic `` bacon egg cheese '' voila 're done There 's fussiness Center City dining get nerves I hate server ca n't pronounce menu item foreign word phrase used English would suffice Toast chuck fussiness breakfast lunch fare This streamlined method I want I still slightly drunk night stomach `` carb-cheese-MEAT '' mode Great morning midday meals toast win Center City,1
78,Replacing YOLO Cafe Toast ha eclectic blend loose leaf tea coffee delicious `` egg toasts '' poached egg top homemade english muffins sandwich homemade goodies Try egg toast warm apples white cheddar cheese sausage dijonnaise AMAZING I 'm impressed revamping place interior cozy clean perfect brunch friend studying Thursday afternoon The baristas helpful friendly warm I coming weekly basis Cheers Toast,1
79,Great atmosphere clean awesome coffee We needed place like neighborhood,1
80,There good news bad news The good news make good cup coffee Now bad I wa looking place stop cup coffee First I passed right place It looked like regular restaurant n't 's coffee shop I wa confused coffee shop called `` toast '' As really n't sell anything toasted It look like typo I think meant call `` roast '' As would made sense The place look great selling Caribbean food It look light tropical looking floor ceiling windows The menu wa confusing You need wine expert understand `` hint '' favor note Meaning favored coffee They drawing french press another one I could n't really know I guess ask On counter laminated paper moving around place real menu All 's confusing place,1
81,I takeout They make great thin crisp pizza It rival Star Tavern Orange Toppings abundant great eggplant,1
82,Ordered pick 2x week Both time food wa burnt Called second time complain offered give shitty food told thanks I n't even want eat Was asked I wanted back I said sure ppl later nasty woman aid order get I needed bring good back I already wasted time appetite I go back No thanks save time patience,1
83,U drunk eat food They ashamed serve I came pregnant wife stopped eating fear safety un born child They give u paper plate eat .....,1
84,Delicious Wings Delicious Thin Pizza Love spot pig,1
85,This 1/2 star review The sad thing I go pretty frequently I walk If want drink Yuenglings Bud light watch baseball hockey football go They lot TVs projection screen usually catch Yankees Devils I n't care football I assume watch Giants I n't think people actually like Jets If want go bar hang act like civilized human eat something sustenance hang Old Man Budweiser Crowd Bayonne Police Department go somewhere else Lot cool Venice cool The food edible except pizza But Bayonne land pizza better options I n't love bar But closest place apartment,1
86,I went grab something eat Mind I reviewing bar area since I hang I reviewing dinning side You walk see green everywhere chairs rug look quite dirty wallpaper With said ambience pretty horrible I noticed everyone walking could qualify medicare -- within age group maybe like place 20-30s go somewhere else We sit point I praying food good We ordered wing ok nothing special My husband ordered pizza wa good I would actually consider ordering delivery I got antipasto salad It wa ok. Also menu extensive pretty regular american cuisine menu Seems like people go thin crust pizza The service wa good waitress forgot salad tried play wa quite obvious Never got refill drink Needless say wa good experience overall Maybe put dollar fixing place would worth something As currently stand I would stay away,1
87,This place used one favorite sport bars extent still I used come time great place sit watch sport got good projector giant screen big game good tenders The bar par absolutely amazing although recently seems like something different isnt good But even good normally still great bar pie Thin crusted well done bit crispness Yumm That quality night kinda hit miss depending crowd Its seems like last year lot older sit corner get nearly pas drunk types The type either get alittle chatty friendly try hit anything movie yelling Think typical shore guido would year But get good crowd still great time people arent getting belligerent It get pretty crowded football game come early grab good spot It make nice Sunday Thursday/Friday night sport event going crowd get weird Come weekend Friday night set good time night hit miss PS huge parking lot around back easy parking,1
88,Pizza use pretty good quality ha gone hell If decide order delivered make sure advance seems always take hour get food even 's delivered block away So expect food stone cold .... I mean cold Think eating food wa sitting table hour eat Very disappointing considering food albeit bar food n't always lack much quality,1
89,This place ha best thin crust pizza period People rave Pete Elda 's shore place around state decent thin crust pizza THIS real deal As I understand 's exact pizza recipe wa used EJ 's Bayonne back day I went EJ 's A LOT kid growing Jersey City confirm really exact stuff Perfectly cooked thin crust lot cheese tasty sauce It 's thin crust pizza done right Do n't come fancy decor prompt professional service bell whistles Go PIZZA This Bayonne place represents Bayonne pretty accurately eyes It 's best representation Bayonne thin crust pizza Go place street n't want super thin crust,1
90,worst pizza I ever,1
91,It 's good place watch game beers apps There decent menu I 'm fan buffalo blast Steak Murphy wrap During warmer months 's tiki bar,1
92,I love big apple bar It thier thin crusted pizza keep coming back best u big appetite order two pie bc crust thin u see ... LOL ...... never eaten main course thiere thier appetizer awesome well fried ravioli fried mac cheese bites ..... delicious ..... basically place good appetizer couple beer course pizza,1
93,Zero stars This place ha redeeming quality whatsoever Terrible food clientele straight The Hills Have Eyes,1
94,I like support local business I kept seeing commercial Big Apple I thought would good place go eat This place divided two areas The bar look nice sporty dining area wife I sat This area look like old folk home I say wa worst `` restaurant '' food I ever life It wa ran local grocery store bought frozen food microwaved gave It wa terrible The salad wa chunk lettuce root appealing I NEVER go back place tell anyone asks place avoid like plague Is possible give place negative stars,1
95,This review cart Med School I love good taco Burrito ... quesadilla .... etcetera This cart far best taco I 've New Haven For dollar get rice beans three taco toppings/fillings choice sour cream smoky chipoltle sauce I crave regular Stop cart 're area wo n't disappointed,1
96,Best taco New Haven,1
97,Consistently good fresh actually pretty amazing considering price The veggie quesadilla awesome -- really anything sauteed mushrooms The people working cool patient try pathetic Spanish ordering picking Their cart corner Elm Bway great lunch -- fast reliable,1
98,This review specifically cart Cedar St. outside YNHH ha standby mine better part decade Great veggie burritos great chicken soft tacos ask politely lovely woman prepares food make essentially addition substitution could possibly want Even catch later afternoon food still fresh good always,1
99,They food truck serf super mexican food They 've got seriously great food To make even better price point,1
100,"This perhaps worst Mexican food New Haven The meat usually chewy price kinda high Maybe I n't compare food truck Long Wharf c'mon taco sort pricey That 's 2.33 taco Sure provide rice bean 's tiny portion 's good Plus simplest order usually take ridiculously long time prepare Taquerias like place suppose quick painless But every time I get take-out seems like I caught completely surprise scramble 2,000 mile Mexico cook food",1
101,I really n't understand hype food State Street location ... It 's cool cabbage burritos 's I tried ask chips/guacamole/ chip charged handful thick crunchy round chip blob `` guacamole '' definitely bunch sour cream filler it- wa fresh They n't salsa The food n't horrible n't wow ingredient seemed pretty cheap Maybe I 'll try cart since seems folk raving I n't think I 'll need head back State Street location,1
102,cabbage wilted soggy lettuce crunchy cabbage cheap huge delicious get vegan stuff night see cutting hunk meat next morn fresh everyone always super nice,1
103,This place best Mexican New Haven The veggie taco flavorful kinda healthy Great rice beans And 's place romantic first date I like watching Mexican soap opera tv waiting food,1
104,For cheap mexican 's nothing better Enchiladas mole fantastic Great service poor atmosphere well worth More selection carts,1
105,This review food cart York street near Yale For get one HUGE burrito It doe take away hunger taste I 've better honest Not burrito wa bad everything tasted fresh flavor I expect Mexican cart wa lacking The Mexican truck along Long Wharf seem much authentic concern cleanliness,1
106,Loved value over-stuffed burrito It filled even The quality wa excellentl Ordered basic chicken burrito wa loaded chicken black bean refreid bean whole grain rice white rice cabbage little cheese bunch stuff The tortilla wa fresh chewy warm My complaint I like messy Burrito sour cream guac pico come squirting bite item n't much sauce The thing fell wa rice beans I sure I could asked side saucey stuff Next time I ask put extra burrito may able fold darn thing Definitely recommend place You wo n't disappointed,1
107,BEST IN NEW HAVEN 've around block seen things eaten burritos lived arizona awhile still la carreta knock sock dont believe try delicious cheap thing got lose bucks cash joint barely speak english exactly PS mexico coca cola awwwwww yeahhhhhh,1
108,Pretty good Yes food cheap also good My favorite order chicken tostada salsa verde Another nice thing place people work pleasant friendly As space ambience think restaurant want eat hang friend I think best quick casual meal take,1
109,Love place Prices reasonably food delicious Our favorite enchiladas For including rice beans guacamole sour cream ca n't better Mostly take-out,1
110,I 've using Yelp scout place I moved New Haven area On place review spot ... I got enchilada mole They pretty awful The mole wa totally tasteless wa better taste tortilla used The chicken wa acceptably cooked rice bean lacked flavor The place wa totally empty I got food eating I see The place lacked soul taste food,1
111,Really I ca n't believe people give good reviews Especially claim form Cali I lived CA Their burrito n't nearly good one form Tijuana taco cart I live across street La Caretta I gotten take including taco salad I ca n't imagine something unhealthier le authentic The review I understand one say price amount food ratio good Their burrito ARE cheaper Tijuana 's The people I know eat frugal male scientist need maximize caloric intake price ratio,1
